date,route,time,day,location,incident,min_delay,min_gap,direction,vehicle
2024-02-17,16,2024-09-27T13:50:00Z,Saturday,DANFORETH AND WOLFE AV,Mechanical,10,20,S,8536
2024-02-17,46,2024-09-27T13:50:00Z,Saturday,MARTIN GROVE AND DIXON,Mechanical,10,20,S,8158
2024-02-17,110,2024-09-27T13:53:00Z,Saturday,ISLINGTON AND EVANS,Operations - Operator,22,44,S,8150
2024-02-17,24,2024-09-27T13:55:00Z,Saturday,VICTORIA PARK AND STEE,Operations - Operator,10,20,N,8561
2024-02-17,38,2024-09-27T13:55:00Z,Saturday,SCARBOROUGH CENTRE STA,Investigation,10,20,W,1207
2024-02-17,72,2024-09-27T14:00:00Z,Saturday,FRONT AND BAY,Diversion,77,40,S,8568
2024-02-17,121,2024-09-27T14:02:00Z,Saturday,FRONT AND BAY,Diversion,67,30,W,8576
2024-02-17,960,2024-09-27T14:10:00Z,Saturday,STEELES AND KIPLING,Cleaning - Unsanitary,10,20,W,3518
2024-02-17,36,2024-09-27T14:14:00Z,Saturday,FINCH WEST STATION,Mechanical,6,12,E,1362
2024-02-17,36,2024-09-27T14:29:00Z,Saturday,FINCH WEST STATION,Mechanical,6,12,E,3706
2024-02-17,100,2024-09-27T14:33:00Z,Saturday,DON MILLS AND EGLINTON,Mechanical,9,18,N,8553
2024-02-17,47,2024-09-27T14:34:00Z,Saturday,LANSDOWNE AND DUNDAS,Security,18,36,S,7097
2024-02-17,133,2024-09-27T14:37:00Z,Saturday,ELLESMERE AND MARKHAM,Diversion,18,28,N,3481
2024-02-17,116,2024-09-27T14:38:00Z,Saturday,EGLINTON AND MARKHAM,Diversion,18,26,W,1265
2024-02-17,38,2024-09-27T14:38:00Z,Saturday,ELLESMERE AND MARKHAM,Diversion,18,28,E,3478
2024-02-17,130,2024-09-27T14:38:00Z,Saturday,SEWELLS AND HUPFIELD,Diversion,18,38,E,3431
2024-02-17,57,2024-09-27T14:46:00Z,Saturday,KENNEDY STATION,Diversion,18,24,S,9232
2024-02-17,939,2024-09-27T14:46:00Z,Saturday,KENNEDY STATION,Diversion,7,13,E,3206
2024-02-17,41,2024-09-27T14:50:00Z,Saturday,KEELE AND LAWRENCE,Diversion,44,54,N,1045
2024-02-17,960,2024-09-27T14:52:00Z,Saturday,STEELES WEST AND KIPLI,Operations - Operator,10,20,E,7114
2024-02-17,86,2024-09-27T14:53:00Z,Saturday,BRIMLEY AND EGLINTON,Diversion,15,25,W,1534
2024-02-17,905,2024-09-27T14:54:00Z,Saturday,KENNEDY STATION,Diversion,15,27,E,3470
2024-02-17,133,2024-09-27T14:59:00Z,Saturday,ELLESMERE AND ORTON PA,Mechanical,12,24,W,1655
2024-02-17,43,2024-09-27T14:59:00Z,Saturday,KENNEDY STATION,Diversion,20,30,N,9204
2024-02-17,116,2024-09-27T15:04:00Z,Saturday,MORNINGSIDE AND OLD FI,Cleaning - Unsanitary,8,16,W,1253
2024-02-17,43,2024-09-27T15:05:00Z,Saturday,KENNEDY STATION,Diversion,20,40,N,3114
2024-02-17,35,2024-09-27T15:10:00Z,Saturday,JANE AND DRIFTWOOD,Diversion,435,445,S,1013
2024-02-17,96,2024-09-27T15:19:00Z,Saturday,WILSON AND HAYMARKET,Collision - TTC,17,35,W,3565
2024-02-17,960,2024-09-27T15:27:00Z,Saturday,STEELES AND HILDA,Mechanical,10,20,W,8381
2024-02-17,935,2024-09-27T15:29:00Z,Saturday,JANE AND WILSON,Diversion,299,309,N,1043
2024-02-17,95,2024-09-27T15:40:00Z,Saturday,ELLESMERE AND WARDEN,Investigation,14,28,W,3473
2024-02-17,108,2024-09-27T15:40:00Z,Saturday,JANE AND DRIFTWOOD,Diversion,0,0,S,1381
2024-02-17,54,2024-09-27T15:41:00Z,Saturday,EGLINTON AND LAIRD,Collision - TTC,14,28,E,8676
2024-02-17,102,2024-09-27T15:45:00Z,Saturday,MARKHAM AND ELLESMERE,Operations - Operator,7,15,N,3421
2024-02-17,25,2024-09-27T15:50:00Z,Saturday,DON MILLS AND LAWRENCE,Emergency Services,8,16,N,8794
2024-02-17,903,2024-09-27T15:50:00Z,Saturday,MIDLAND AND ELLESMERE,Mechanical,13,26,S,9097
2024-02-17,165,2024-09-27T15:52:00Z,Saturday,YORK MILLS STATION,Emergency Services,8,17,E,8910
2024-02-17,100,2024-09-27T15:58:00Z,Saturday,3 CONCORD PLACE,Mechanical,9,18,N,8483
2024-02-17,165,2024-09-27T16:02:00Z,Saturday,WESTON AND FINCH,Cleaning - Unsanitary,9,17,S,8881
2024-02-17,102,2024-09-27T16:20:00Z,Saturday,MORNINSIDE AND PASSMOR,Mechanical,3,7,N,3413
2024-02-17,123,2024-09-27T16:21:00Z,Saturday,LONG BRANCH LOOP,Mechanical,23,43,N,8102
2024-02-17,116,2024-09-27T16:29:00Z,Saturday,EGLINTON AND KINGSTON,Investigation,7,15,E,1652
2024-02-17,96,2024-09-27T16:39:00Z,Saturday,CARRIER LOOP,Operations - Operator,17,35,W,3550
2024-02-17,116,2024-09-27T16:40:00Z,Saturday,MORNINGSIDE AND SHEPPA,Mechanical,10,20,W,1286
2024-02-17,133,2024-09-27T16:48:00Z,Saturday,ELLESMERE AND DOLLY VA,Mechanical,12,24,N,1213
2024-02-17,36,2024-09-27T16:59:00Z,Saturday,FINCH AND JANE,Mechanical,5,11,E,1389
2024-02-17,72,2024-09-27T17:02:00Z,Saturday,BAY AND HARBORD,Diversion,64,79,S,8568
2024-02-17,84,2024-09-27T17:03:00Z,Saturday,SHEPPARD AND MAGELLAN,Mechanical,7,15,W,3602
2024-02-17,40,2024-09-27T17:04:00Z,Saturday,DUNDAS WEST STATION,Mechanical,15,30,W,8100
2024-02-17,42,2024-09-27T17:15:00Z,Saturday,MCNICOLL AND SILVER ST,Operations - Operator,18,36,W,92387
2024-02-17,44,2024-09-27T17:23:00Z,Saturday,KIPLING AND QUEENSWAY,Utilized Off Route,10,20,N,8032
2024-02-17,94,2024-09-27T17:40:00Z,Saturday,CASTLE FRANK STATION,Mechanical,10,20,W,3719
2024-02-17,89,2024-09-27T17:51:00Z,Saturday,WESTON AND LAWRENCE,Diversion,89,99,S,8383
2024-02-17,107,2024-09-27T17:53:00Z,Saturday,CHESSWOOD AND STEEPROC,Operations - Operator,46,92,S,3528
2024-02-17,36,2024-09-27T17:59:00Z,Saturday,HUMBER COLLEGE AND HUM,Mechanical,6,11,W,3702
2024-02-17,165,2024-09-27T18:06:00Z,Saturday,YORK MILLS STATION,Operations - Operator,11,22,S,8942
2024-02-17,96,2024-09-27T18:11:00Z,Saturday,WILSON AND HIGHVIEW,Emergency Services,21,37,E,3616
2024-02-17,52,2024-09-27T18:22:00Z,Saturday,LAWRENCE AND MARLEE,Mechanical,19,37,E,8956
2024-02-17,38,2024-09-27T18:25:00Z,Saturday,ELLESMERE AND MARKHAM,Operations - Operator,10,20,W,3478
2024-02-17,121,2024-09-27T18:28:00Z,Saturday,WELLINGTON AND YONGE,Collision - TTC,15,30,W,3712
2024-02-17,65,2024-09-27T18:33:00Z,Saturday,GERRAD AND PARLIAMENT,Security,38,50,S,8496
2024-02-17,24,2024-09-27T18:35:00Z,Saturday,VICTORIA PARK STATION,Mechanical,10,20,S,8444
2024-02-17,95,2024-09-27T18:37:00Z,Saturday,ELLESMERE AND BRIMLEY,Mechanical,14,28,W,3471
2024-02-17,165,2024-09-27T18:37:00Z,Saturday,WILSON STATION,Mechanical,10,19,E,8925
2024-02-17,94,2024-09-27T18:40:00Z,Saturday,CASTLE FRANK STATION,Cleaning - Unsanitary,10,20,W,8542
2024-02-17,120,2024-09-27T18:55:00Z,Saturday,NORTHOVER AND SHEPPARD,Mechanical,21,46,W,3634
2024-02-17,39,2024-09-27T18:59:00Z,Saturday,FINCH AND MIDLAND,Operations - Operator,17,34,E,3108
2024-02-17,64,2024-09-27T19:06:00Z,Saturday,BROADVIEW STATION,Emergency Services,15,30,E,8425
2024-02-17,35,2024-09-27T19:11:00Z,Saturday,JANE AND WESTON,Cleaning - Unsanitary,10,20,N,1111
2024-02-17,133,2024-09-27T19:41:00Z,Saturday,FINCH AND MORNINGSIDE,Mechanical,12,24,S,1576
2024-02-17,72,2024-09-27T19:46:00Z,Saturday,QUEENS QUAY AND SHERBO,Operations - Operator,13,26,N,8545
2024-02-17,29,2024-09-27T20:04:00Z,Saturday,DUFFERIN AND PRESTON,Security,9,18,S,9144
2024-02-17,102,2024-09-27T20:05:00Z,Saturday,WARDEN STATION,Mechanical,3,17,N,3416
2024-02-17,47,2024-09-27T20:14:00Z,Saturday,YORKDALE STATION,Operations - Operator,20,40,S,7054
2024-02-17,63,2024-09-27T20:49:00Z,Saturday,LIBERTY AND STRATCHAN,Diversion,96,106,S,8366
2024-02-17,133,2024-09-27T20:56:00Z,Saturday,ELLESMERE AND ORTON PA,Mechanical,12,24,E,3498
2024-02-17,96,2024-09-27T21:22:00Z,Saturday,WILSON AND JANE,Operations - Operator,20,40,E,3574
2024-02-17,97,2024-09-27T21:42:00Z,Saturday,YONGE AND ST CLAIR,Vision,30,60,E,7010
2024-02-17,52,2024-09-27T21:44:00Z,Saturday,LAWRENCE AND BENTON,Cleaning - Unsanitary,11,22,W,3625
2024-02-17,35,2024-09-27T21:51:00Z,Saturday,JANE AND WILSON,Diversion,169,185,N,1059
2024-02-17,9,2024-09-27T21:55:00Z,Saturday,SCARBOROUGH TOWN CENTE,Security,25,50,S,8449
2024-02-17,96,2024-09-27T21:58:00Z,Saturday,WILSON AND JANE,Diversion,175,185,E,8927
2024-02-17,36,2024-09-27T22:00:00Z,Saturday,FINCH AND WESTON,General Delay,0,0,E,8930
2024-02-17,118,2024-09-27T22:06:00Z,Saturday,JANE AND WILSON,Diversion,191,221,E,7036
2024-02-17,165,2024-09-27T22:08:00Z,Saturday,WILSON AND JANE,Diversion,175,185,E,8902
2024-02-17,44,2024-09-27T22:40:00Z,Saturday,KIPLING STATION,Emergency Services,10,20,N,8032
2024-02-17,129,2024-09-27T22:59:00Z,Saturday,MCCOWAN AND STEELES,Utilized Off Route,10,20,N,9215
2024-02-17,53,2024-09-27T23:06:00Z,Saturday,BISHOP AND YONGE,Security,21,42,N,3192
2024-02-17,36,2024-09-27T23:10:00Z,Saturday,FINCH AND WESTON,Diversion,30,40,W,8845
2024-02-17,96,2024-09-27T00:01:00Z,Saturday,WILSON AND CLAYSON,Operations - Operator,10,20,E,3571
2024-02-17,7,2024-09-27T00:09:00Z,Saturday,BATHURST AND DREWRY,Emergency Services,10,20,N,7038
2024-02-17,96,2024-09-27T00:12:00Z,Saturday,WILSON AND JANE,Operations - Operator,20,40,E,3571
2024-02-17,47,2024-09-27T00:15:00Z,Saturday,LANSDOWNE STATION,Mechanical,20,40,S,8303
2024-02-17,7,2024-09-27T00:44:00Z,Saturday,GREENWIN AND BISON,Vision,10,20,S,7052
2024-02-17,89,2024-09-27T00:45:00Z,Saturday,WESTON AND ALBION,Vision,15,30,S,7094
2024-02-17,116,2024-09-27T00:52:00Z,Saturday,KENNEDY STATION,Utilized Off Route,10,20,E,3405
2024-02-17,36,2024-09-27T01:01:00Z,Saturday,HUMBERWOOD LOOP,Emergency Services,10,20,S,8930
2024-02-17,52,2024-09-27T01:34:00Z,Saturday,EGLINTON STATION,Cleaning - Unsanitary,15,30,W,3615
2024-02-18,110,2024-09-27T02:07:00Z,Sunday,LAKESHORE AND SEVENTH,Emergency Services,30,60,W,8123
2024-02-18,339,2024-09-27T02:22:00Z,Sunday,FINCH AND BALDOON,Mechanical,20,40,N,8850
2024-02-18,116,2024-09-27T03:21:00Z,Sunday,MORNINGSIDE AND ELLESM,Security,0,0,S,1257
2024-02-18,53,2024-09-27T03:28:00Z,Sunday,FINCHDENE AND FINCH,Mechanical,30,60,E,3280
2024-02-18,312,2024-09-27T03:52:00Z,Sunday,DUNDAS AND INDIAN ROAD,Diversion,87,117,W,7037
2024-02-18,307,2024-09-27T06:00:00Z,Sunday,BATHURST AND GREENWIN,General Delay,0,0,S,8300
2024-02-18,35,2024-09-27T06:44:00Z,Sunday,STEELES AND NORTHWEST,Emergency Services,20,40,W,1116
2024-02-18,54,2024-09-27T07:27:00Z,Sunday,EGLINTON AND LESLIE,Mechanical,30,60,E,8634
2024-02-18,32,2024-09-27T07:43:00Z,Sunday,WRIGHT AND JANE,General Delay,15,30,W,7282
2024-02-18,76,2024-09-27T07:44:00Z,Sunday,EVANS AND ROYAL YORK,Mechanical,10,22,E,8185
2024-02-18,50,2024-09-27T07:47:00Z,Sunday,BURNHAMTHORE AND MILL,Mechanical,14,14,W,8073
2024-02-18,37,2024-09-27T07:53:00Z,Sunday,ISLINGTON AND STEELES,Operations - Operator,22,44,S,8199
2024-02-18,49,2024-09-27T07:56:00Z,Sunday,BLOOR AND WEST MALL,Mechanical,20,40,W,8211
2024-02-18,30,2024-09-27T08:37:00Z,Sunday,ST CLAIR AND RUNNYMEDE,Mechanical,21,42,E,3361
2024-02-18,123,2024-09-27T08:44:00Z,Sunday,KIPLING STATION,General Delay,10,20,S,8067
2024-02-18,960,2024-09-27T08:52:00Z,Sunday,FINCH STATION,Cleaning - Unsanitary,11,22,W,8389
2024-02-18,32,2024-09-27T09:12:00Z,Sunday,EGLINTON AND TRETHEWEY,Vision,15,30,W,7251
2024-02-18,72,2024-09-27T09:42:00Z,Sunday,PAPE STATION,Mechanical,9,18,N,8502
2024-02-18,47,2024-09-27T10:14:00Z,Sunday,YORKDALE STATION,Mechanical,20,40,N,3515
2024-02-18,8,2024-09-27T10:20:00Z,Sunday,WARDEN STATION,Mechanical,30,60,N,8528
2024-02-18,935,2024-09-27T10:56:00Z,Sunday,JANE AND HARDING,Collision - TTC,10,20,N,1064
2024-02-18,47,2024-09-27T11:58:00Z,Sunday,LANSDOWNE AND DUPONT,Mechanical,18,36,N,7051
2024-02-18,60,2024-09-27T11:58:00Z,Sunday,PIONEER VILLAGE STATIO,Mechanical,10,21,E,8386
2024-02-18,24,2024-09-27T12:21:00Z,Sunday,VICTORIA PARK STATION,Investigation,9,18,N,8564
2024-02-18,935,2024-09-27T12:49:00Z,Sunday,30 FALSTAFF,Utilized Off Route,10,20,N,1005
2024-02-18,52,2024-09-27T13:03:00Z,Sunday,THE WESTWAY AND ISLING,Mechanical,20,40,W,3589
2024-02-18,95,2024-09-27T13:33:00Z,Sunday,ELLESMERE AND MARKHAM,Mechanical,16,32,W,3479
2024-02-18,900,2024-09-27T13:49:00Z,Sunday,KIPLING STATION,Operations - Operator,7,14,S,3332
2024-02-18,116,2024-09-27T14:28:00Z,Sunday,MORNINGSIDE AND SHEPPA,Security,7,14,S,3647
2024-02-18,900,2024-09-27T14:28:00Z,Sunday,KIPLING STATION,Operations - Operator,6,12,N,3330
2024-02-18,104,2024-09-27T14:33:00Z,Sunday,FAYWOOD AND CLANTON PA,General Delay,30,60,S,8304
2024-02-18,36,2024-09-27T14:37:00Z,Sunday,FINCH AND WESTON,Operations - Operator,12,24,E,3721
2024-02-18,116,2024-09-27T14:51:00Z,Sunday,MORNINGSIDE AND NIGHTS,Mechanical,7,14,S,1532
2024-02-18,133,2024-09-27T14:56:00Z,Sunday,MORNINGSIDE AND FINCH,Mechanical,12,24,S,3478
2024-02-18,52,2024-09-27T14:59:00Z,Sunday,LAWRENCE WEST STATION,Operations - Operator,17,34,W,0
2024-02-18,600,2024-09-27T15:13:00Z,Sunday,EGLINTON STATION,Operations - Operator,0,0,W,8746
2024-02-18,95,2024-09-27T15:19:00Z,Sunday,ELLESMERE AND MILITARY,Mechanical,16,32,E,1661
2024-02-18,171,2024-09-27T15:20:00Z,Sunday,INDUSTRY AND RAY AVE,Operations - Operator,20,40,N,1419
2024-02-18,36,2024-09-27T15:29:00Z,Sunday,FINCH WEST STATION,Vision,7,14,N,3606
2024-02-18,13,2024-09-27T15:40:00Z,Sunday,AVENUE AND LOWTHER,Collision - TTC,20,40,N,7048
2024-02-18,63,2024-09-27T15:46:00Z,Sunday,OAKWOOD AND EGLINTON,Mechanical,7,14,N,8358
2024-02-18,85,2024-09-27T16:07:00Z,Sunday,MEADOWVALE AND SHEPPAR,Mechanical,8,16,E,3650
2024-02-18,34,2024-09-27T16:09:00Z,Sunday,EGLINGTON AND WARDEN,Collision - TTC,9,18,E,8766
2024-02-18,54,2024-09-27T16:29:00Z,Sunday,LAWRENCE AND MOSSBANK,Security,27,54,W,8690
2024-02-18,63,2024-09-27T16:29:00Z,Sunday,OSSINGTON AND HEPBOURN,Cleaning - Unsanitary,1,14,N,8335
2024-02-18,12,2024-09-27T16:37:00Z,Sunday,VICTORIA PARK STATION,Mechanical,30,60,S,8403
2024-02-18,169,2024-09-27T16:54:00Z,Sunday,HUNTINGWOOD AND GARRYB,Collision - TTC,30,60,W,1549
2024-02-18,63,2024-09-27T16:57:00Z,Sunday,EGLINTON WEST STATION,Operations - Operator,7,14,E,8358
2024-02-18,53,2024-09-27T16:58:00Z,Sunday,YONGE AND STEELES,Operations - Operator,21,42,E,3309
2024-02-18,95,2024-09-27T16:58:00Z,Sunday,ELLESMERE AND BIRKDALE,Operations - Operator,16,32,E,3642
2024-02-18,985,2024-09-27T17:06:00Z,Sunday,MIDLAND AND ELLESMERE,Diversion,421,434,N,0
2024-02-18,939,2024-09-27T17:07:00Z,Sunday,ELLESMERE AND KENNEDY,Road Blocked - NON-TTC Collision,20,40,S,9230
2024-02-18,32,2024-09-27T17:08:00Z,Sunday,TRETHEWEY AND GREENTRE,Mechanical,12,24,E,7265
2024-02-18,129,2024-09-27T17:09:00Z,Sunday,ELLEMERE AND BIRKDALE,Diversion,418,428,E,3134
2024-02-18,7,2024-09-27T17:15:00Z,Sunday,BATHURST AND DAVENPORT,Investigation,8,16,N,3530
2024-02-18,133,2024-09-27T17:19:00Z,Sunday,ELLESMERE AND BIRKDALE,Diversion,437,450,E,0
2024-02-18,939,2024-09-27T17:20:00Z,Sunday,ELLEMERE AND BIRKDALE,Diversion,418,428,E,3120
2024-02-18,60,2024-09-27T17:35:00Z,Sunday,FINCH STATION,Mechanical,7,13,W,8212
2024-02-18,96,2024-09-27T18:02:00Z,Sunday,FINCH AND WESTMORE,Collision - TTC,20,40,E,3550
2024-02-18,7,2024-09-27T18:09:00Z,Sunday,BATHURST AND WILSON,Operations - Operator,8,16,W,8300
2024-02-18,54,2024-09-27T18:45:00Z,Sunday,EGLINTON AND RUMSEY,Mechanical,27,54,W,8743
2024-02-18,37,2024-09-27T18:57:00Z,Sunday,REXDALE AND HUMBERWOOD,Diversion,60,70,N,3328
2024-02-18,960,2024-09-27T19:12:00Z,Sunday,STEELES AND DUFFERIN,Investigation,10,20,E,3501
2024-02-18,95,2024-09-27T19:19:00Z,Sunday,ELLESMERE AND BIRKDALE,Diversion,430,438,W,0
2024-02-18,118,2024-09-27T19:20:00Z,Sunday,WILSON STATION,Mechanical,30,60,W,7088
2024-02-18,118,2024-09-27T19:25:00Z,Sunday,WILSON AND MURRAY,Vision,30,60,W,7058
2024-02-18,47,2024-09-27T19:56:00Z,Sunday,YORKDALE STATION,Operations - Operator,20,40,N,3514
2024-02-18,52,2024-09-27T19:57:00Z,Sunday,LAWRENCE WEST STATION,Mechanical,24,48,W,8842
2024-02-18,85,2024-09-27T20:04:00Z,Sunday,ROUGE HILL GO STATION,Mechanical,20,40,W,1255
2024-02-18,64,2024-09-27T20:09:00Z,Sunday,MAIN STREET STATION,Operations - Operator,10,20,W,8963
2024-02-18,960,2024-09-27T20:33:00Z,Sunday,FINCH STATION,Operations - Operator,10,20,W,8381
2024-02-18,59,2024-09-27T20:37:00Z,Sunday,WESTON AND OAK,Vision,29,58,E,7101
2024-02-18,106,2024-09-27T20:38:00Z,Sunday,SHEPPARD AVE W AND KEE,Collision - TTC,16,32,W,3525
2024-02-18,169,2024-09-27T21:10:00Z,Sunday,HUNTINGWOOD AND BRIMLE,General Delay,30,60,E,1626
2024-02-18,124,2024-09-27T21:48:00Z,Sunday,AVENUE AND MELROSE,Vision,24,48,W,7116
2024-02-18,32,2024-09-27T22:19:00Z,Sunday,GIBSON AV AND SPEERS A,General Delay,78,92,S,7207
2024-02-18,54,2024-09-27T22:27:00Z,Sunday,LAWRENCE AND BIRCHMOUN,Investigation,20,40,W,8729
2024-02-18,36,2024-09-27T23:44:00Z,Sunday,FINCH AND DRIFTWOOD,Security,10,20,W,3544
2024-02-18,126,2024-09-27T23:58:00Z,Sunday,CHRISTIE AND ST CLAIR,Collision - TTC,25,50,S,8325
2024-02-18,7,2024-09-27T00:42:00Z,Sunday,GREENWIN VILLAGE AND B,Emergency Services,10,20,W,8367
2024-02-18,89,2024-09-27T00:59:00Z,Sunday,KEELE AND GLENLAKE,Vision,10,20,S,7100
2024-02-18,116,2024-09-27T01:20:00Z,Sunday,KENNEDY STATION,Mechanical,10,20,E,1550
2024-02-18,96,2024-09-27T01:23:00Z,Sunday,WILSON AND BATHURST,Mechanical,15,25,W,3560
2024-02-18,97,2024-09-27T01:30:00Z,Sunday,ST CLAIR STATION,Collision - TTC,30,60,N,7007
2024-02-19,60,2024-09-27T02:21:00Z,Monday,YONGE AND BISHOP,Emergency Services,20,41,N,8391
2024-02-19,302,2024-09-27T02:33:00Z,Monday,VICTORIA PARK AND BING,Collision - TTC,30,60,N,3433
2024-02-19,320,2024-09-27T02:38:00Z,Monday,YONGE AND DAVISVILLE,Vision,15,30,N,8925
2024-02-19,300,2024-09-27T03:02:00Z,Monday,DANFORTH AND MAIN,Emergency Services,30,60,W,1045
2024-02-19,343,2024-09-27T03:52:00Z,Monday,MIDLAND AND STEELES,Operations - Operator,30,60,S,8784
2024-02-19,343,2024-09-27T03:52:00Z,Monday,MIDLAND AND STEELES,Operations - Operator,30,60,N,8784
2024-02-19,320,2024-09-27T04:11:00Z,Monday,STEELES LOOP,Security,0,0,E,8327
2024-02-19,29,2024-09-27T04:47:00Z,Monday,DUFFERIN N OF QUEEN,Mechanical,30,30,N,9152
2024-02-19,36,2024-09-27T05:10:00Z,Monday,FINCH AND YONGE,Security,20,40,W,3535
2024-02-19,168,2024-09-27T05:28:00Z,Monday,EDNA AND DUNDAS ST,Security,22,44,E,7222
2024-02-19,36,2024-09-27T05:58:00Z,Monday,FINCH AND NORFINCH,Utilized Off Route,20,40,W,3535
2024-02-19,54,2024-09-27T06:11:00Z,Monday,DUPLEX AND EGLINTON,Mechanical,34,64,E,8817
2024-02-19,960,2024-09-27T06:35:00Z,Monday,STEELES AND MARTIN GRO,Emergency Services,20,40,E,8378
2024-02-19,124,2024-09-27T07:03:00Z,Monday,LAWRENCE AND AVENUE,Mechanical,17,35,W,7094
2024-02-19,124,2024-09-27T07:03:00Z,Monday,LAWRENCE AND AVENUE,Mechanical,17,38,W,7094
2024-02-19,25,2024-09-27T07:16:00Z,Monday,DON MILLS AND LAWRENCE,Emergency Services,15,30,S,8766
2024-02-19,7,2024-09-27T07:25:00Z,Monday,BATHURST AND FAIRLAWN,Mechanical,23,23,N,3506
2024-02-19,168,2024-09-27T07:28:00Z,Monday,DUNDAS WEST STATION,Security,0,0,W,7284
2024-02-19,97,2024-09-27T07:34:00Z,Monday,ST CLAIR STATION,Mechanical,27,53,S,7017
2024-02-19,32,2024-09-27T08:01:00Z,Monday,JANE AND TRETHEWEY,Mechanical,18,36,E,1413
2024-02-19,168,2024-09-27T08:30:00Z,Monday,OLD WESTON AND ST CLAI,Mechanical,22,44,S,7225
2024-02-19,81,2024-09-27T08:34:00Z,Monday,EGLINTON GARAGE,Mechanical,15,30,E,8640
2024-02-19,79,2024-09-27T09:07:00Z,Monday,JANE STATION,Emergency Services,0,0,N,7239
2024-02-19,32,2024-09-27T09:30:00Z,Monday,MOUNT DENNIS GARAGE,Mechanical,15,30,E,7204
2024-02-19,89,2024-09-27T09:57:00Z,Monday,WESTON AND ALBION,Mechanical,10,19,N,3519
2024-02-19,89,2024-09-27T09:57:00Z,Monday,WESTON AND WALSH,Mechanical,10,19,N,3519
2024-02-19,89,2024-09-27T09:57:00Z,Monday,WESTON AND WALSH,Mechanical,10,19,N,3519
2024-02-19,12,2024-09-27T10:06:00Z,Monday,BRIMLEY AND EGLINTON,Investigation,15,30,S,8422
2024-02-19,25,2024-09-27T11:36:00Z,Monday,DON MILLS STATION,Operations - Operator,10,20,S,8831
2024-02-19,25,2024-09-27T11:39:00Z,Monday,DON MILLS STATION,Operations - Operator,10,20,S,8831
2024-02-19,985,2024-09-27T12:11:00Z,Monday,DON MILLS STATION,Mechanical,12,24,E,9063
2024-02-19,118,2024-09-27T12:14:00Z,Monday,WILSON STATION,Operations - Operator,30,60,E,7117
2024-02-19,11,2024-09-27T12:16:00Z,Monday,STEELES AND BAYVIEW LO,Operations - Operator,30,60,N,8672
2024-02-19,86,2024-09-27T12:28:00Z,Monday,KENNEDY STATION,Mechanical,8,16,E,1255
2024-02-19,60,2024-09-27T12:41:00Z,Monday,FINCH STATION,Vision,21,42,E,7069
2024-02-19,34,2024-09-27T12:46:00Z,Monday,EGLINTON AND IONVIEW,Mechanical,9,17,E,8734
2024-02-19,86,2024-09-27T12:52:00Z,Monday,NORTH SERVICE ROAD,Collision - TTC,8,16,E,1532
2024-02-19,104,2024-09-27T12:53:00Z,Monday,FINCH AND WILMINGTON,General Delay,30,60,S,8381
2024-02-19,45,2024-09-27T13:03:00Z,Monday,KIPLING STATION,Mechanical,10,20,S,1085
2024-02-19,133,2024-09-27T13:04:00Z,Monday,KENNEDY AND MUNHAM,Collision - TTC,12,24,N,3494
2024-02-19,71,2024-09-27T14:18:00Z,Monday,DUNDAS AND RUNNYMEDE,Vision,15,30,S,7307
2024-02-19,41,2024-09-27T14:21:00Z,Monday,KEELE AND MAPLE LEAF,Mechanical,15,30,S,7252
2024-02-19,85,2024-09-27T14:23:00Z,Monday,SHEPPARD AND WARDEN,Mechanical,8,16,W,1262
2024-02-19,39,2024-09-27T14:52:00Z,Monday,FINCH AND AU LARGE,Collision - TTC,16,32,W,3237
2024-02-19,104,2024-09-27T14:58:00Z,Monday,WILSON STATION,Mechanical,30,60,N,8381
2024-02-19,37,2024-09-27T15:20:00Z,Monday,ISLINGTON STATION,Operations - Operator,20,40,S,8143
2024-02-19,116,2024-09-27T16:14:00Z,Monday,MORNINGSIDE AND NIGHTS,Mechanical,7,14,S,3498
2024-02-19,35,2024-09-27T16:37:00Z,Monday,JANE STATION,Mechanical,10,20,N,1146
2024-02-19,63,2024-09-27T16:40:00Z,Monday,EGLINTON WEST STATION,Mechanical,8,16,N,8356
2024-02-19,31,2024-09-27T16:48:00Z,Monday,QUEEN AND EASTERN,Cleaning - Unsanitary,12,24,W,8475
2024-02-19,935,2024-09-27T16:52:00Z,Monday,PIONEER VILLAGE STATIO,Operations - Operator,10,20,N,1081
2024-02-19,169,2024-09-27T16:53:00Z,Monday,HUNTINGWOOD AND COMMAN,Mechanical,30,60,E,1264
2024-02-19,37,2024-09-27T16:58:00Z,Monday,ISLINGTON STATION,Mechanical,20,40,S,8154
2024-02-19,85,2024-09-27T17:24:00Z,Monday,EAST AND TUDOR,Operations - Operator,24,48,E,1660
2024-02-19,32,2024-09-27T17:46:00Z,Monday,EGLINTON AND WESTON,Mechanical,6,12,W,7229
2024-02-19,45,2024-09-27T17:51:00Z,Monday,KIPLING STATION,Vision,10,20,N,7221
2024-02-19,37,2024-09-27T18:15:00Z,Monday,ISLINGTON AND DUNCANWO,Investigation,20,40,N,8177
2024-02-19,111,2024-09-27T18:15:00Z,Monday,EGLINTON AND THE EAST,Mechanical,15,30,S,8163
2024-02-19,36,2024-09-27T18:53:00Z,Monday,CARRIER DR AND HIGHWAY,Mechanical,8,16,E,3704
2024-02-19,78,2024-09-27T19:26:00Z,Monday,YORK MILLS STATION,Cleaning - Unsanitary,25,50,E,1373
