date,route,time,day,location,incident,min_delay,min_gap,direction,vehicle
2024-08-10,29,2024-09-27T21:33:00Z,Saturday,DUFFERIN AND WILSON,General Delay,5,10,S,9042
2024-08-10,75,2024-09-27T21:42:00Z,Saturday,SHERBOURNE AND LOWER E,General Delay,24,48,S,8615
2024-08-10,68,2024-09-27T21:57:00Z,Saturday,WARDEN AND STEELES,General Delay,20,40,N,3107
2024-08-10,501,2024-09-27T22:03:00Z,Saturday,QUEEN AND LOGAN,Security,15,30,E,4506
2024-08-10,202,2024-09-27T22:13:00Z,Saturday,PARLIAMENT AND LAKESHO,Mechanical,20,40,W,8807
2024-08-10,95,2024-09-27T22:37:00Z,Saturday,ELLESMERE AND WARDEN,Mechanical,15,30,E,1559
2024-08-10,85,2024-09-27T22:52:00Z,Saturday,SHEPPARD AND VICTORIA,Mechanical,20,40,E,1560
2024-08-10,54,2024-09-27T23:10:00Z,Saturday,LAWRENCE AND GREENCEDA,General Delay,20,40,E,8735
2024-08-10,11,2024-09-27T23:17:00Z,Saturday,BAYVIEW AND FINCH,Collision - TTC,30,60,N,8777
2024-08-10,39,2024-09-27T23:26:00Z,Saturday,SHEPPARD AND LAPSLEY,Security,15,30,W,3161
2024-08-10,114,2024-09-27T23:35:00Z,Saturday,BAY AND FRONT,General Delay,0,0,E,8468
2024-08-10,165,2024-09-27T23:36:00Z,Saturday,WILSON STATION,Mechanical,10,20,W,1349
2024-08-10,33,2024-09-27T00:05:00Z,Saturday,DAVENPORT AND BATHURST,Cleaning - Unsanitary,30,60,N,3548
2024-08-10,165,2024-09-27T00:07:00Z,Saturday,WESTON AND LANYARD,Mechanical,10,20,W,8912
2024-08-10,85,2024-09-27T00:34:00Z,Saturday,SHEPPARD AND BRIMLEY,Operations - Operator,25,14,W,3478
2024-08-10,116,2024-09-27T00:58:00Z,Saturday,KINGSTON AND MORNINGSI,Mechanical,0,0,E,1236
2024-08-10,34,2024-09-27T01:04:00Z,Saturday,EGLINTON STATION,Cleaning - Unsanitary,10,20,W,8667
2024-08-10,88,2024-09-27T01:17:00Z,Saturday,WICKSTEED AND LAIRD,Mechanical,45,90,E,8838
2024-08-10,320,2024-09-27T01:24:00Z,Saturday,GLENCAIRN AND ENGLEMOU,Operations - Operator,5,10,E,7320
2024-08-10,32,2024-09-27T01:25:00Z,Saturday,EGLINTON AND DUPLEX,Cleaning - Unsanitary,15,30,W,7298
2024-08-10,34,2024-09-27T01:39:00Z,Saturday,WYNFORD AND DON MILLS,Emergency Services,0,0,E,8669
2024-08-10,54,2024-09-27T01:46:00Z,Saturday,EGLINTON STATION,Emergency Services,20,40,N,8684
2024-08-10,320,2024-09-27T01:56:00Z,Saturday,ST CLAIR STATION,Operations - Operator,5,10,N,8802
2024-08-11,25,2024-09-27T02:07:00Z,Sunday,DON MILLS AND FRESHMEA,Emergency Services,5,10,S,8729
2024-08-11,320,2024-09-27T02:24:00Z,Sunday,YONGE AND BROADWAY,General Delay,0,0,N,8584
2024-08-11,320,2024-09-27T02:46:00Z,Sunday,YONGE AND SOUDAN,Security,5,10,N,3480
2024-08-11,300,2024-09-27T03:26:00Z,Sunday,EGLINTON AND KENNEDY,Emergency Services,0,0,E,8321
2024-08-11,88,2024-09-27T06:16:00Z,Sunday,STEELES LOOP,Security,0,0,S,8802
2024-08-11,63,2024-09-27T06:28:00Z,Sunday,LIBERTY AND ATLANTIC,Mechanical,10,20,S,3528
2024-08-11,307,2024-09-27T06:30:00Z,Sunday,FORT YORK AND IANNUZI,General Delay,0,0,N,8344
2024-08-11,97,2024-09-27T06:43:00Z,Sunday,FINCH AND YONGE,Vision,3,7,S,3538
2024-08-11,53,2024-09-27T06:54:00Z,Sunday,FINCH AND FINCHDENE,Security,0,0,W,3221
2024-08-11,60,2024-09-27T07:08:00Z,Sunday,PIONEER VILLAGE STATIO,Vision,20,20,E,7089
2024-08-11,65,2024-09-27T07:21:00Z,Sunday,CASTLEFRANK STATION,Operations - Operator,15,30,S,8577
2024-08-11,75,2024-09-27T07:28:00Z,Sunday,BLOOR EAST AND SHERBOU,Mechanical,24,43,S,8484
2024-08-11,935,2024-09-27T07:35:00Z,Sunday,MT. DENNIS GARAGE,Mechanical,30,60,N,1356
2024-08-11,935,2024-09-27T07:38:00Z,Sunday,400 AND SHEPPARD,Mechanical,30,60,N,1356
2024-08-11,43,2024-09-27T07:53:00Z,Sunday,PEARSON AIRPORT,Cleaning - Unsanitary,9,18,E,3264
2024-08-11,106,2024-09-27T08:12:00Z,Sunday,PIONEER VILLAGE STATIO,Mechanical,20,40,W,7056
2024-08-11,90,2024-09-27T08:15:00Z,Sunday,VAUGHAN AND ST CLAIR,Diversion,104,105,N,8369
2024-08-11,116,2024-09-27T08:25:00Z,Sunday,KENNEDY STATION,Emergency Services,8,16,W,1603
2024-08-11,108,2024-09-27T08:31:00Z,Sunday,STEELES WEST AND NORTH,Mechanical,30,60,E,1382
2024-08-11,79,2024-09-27T09:13:00Z,Sunday,PINE AND LAWRENCE WEST,Mechanical,15,30,N,1133
2024-08-11,35,2024-09-27T09:44:00Z,Sunday,JANE AND EGLINTON WEST,Operations - Operator,10,20,N,1004
2024-08-11,960,2024-09-27T10:12:00Z,Sunday,PIONEER VILLAGE STATIO,Mechanical,11,22,W,3534
2024-08-11,45,2024-09-27T10:12:00Z,Sunday,KIPLING AND EGLINTON,General Delay,0,0,S,7315
2024-08-11,95,2024-09-27T10:23:00Z,Sunday,ELLESMERE AND WARDEN,Mechanical,16,32,W,1251
2024-08-11,84,2024-09-27T10:25:00Z,Sunday,BRADSTOCK AND WESTON,Vision,8,16,E,8923
2024-08-11,939,2024-09-27T10:37:00Z,Sunday,KENNEDY STATION,Mechanical,22,42,E,3212
2024-08-11,64,2024-09-27T10:44:00Z,Sunday,MAIN AND LYALL,Security,20,40,N,8588
2024-08-11,41,2024-09-27T11:04:00Z,Sunday,KEELE AND ST CLAIRE,Cleaning - Unsanitary,10,20,S,7239
2024-08-11,116,2024-09-27T11:05:00Z,Sunday,KENNEDY STATION,Operations - Operator,8,16,E,3448
2024-08-11,116,2024-09-27T11:18:00Z,Sunday,EGLINTON EAST AND MASO,Mechanical,8,16,W,3529
2024-08-11,165,2024-09-27T11:45:00Z,Sunday,WESTON AND FINCH,Mechanical,10,20,W,3581
2024-08-11,21,2024-09-27T12:00:00Z,Sunday,KENNEDY STATION,Operations - Operator,22,44,E,8581
2024-08-11,165,2024-09-27T12:34:00Z,Sunday,WESTON AND IMOGENE,Security,10,20,N,8920
2024-08-11,935,2024-09-27T12:34:00Z,Sunday,JANE AND BLOOR WEST,Mechanical,10,20,N,1045
2024-08-11,75,2024-09-27T13:24:00Z,Sunday,JARVIS AND QUEENS QUAY,Mechanical,20,40,N,8484
2024-08-11,47,2024-09-27T13:28:00Z,Sunday,LANSOWNE STATION,General Delay,18,36,N,3514
2024-08-11,7,2024-09-27T13:43:00Z,Sunday,BATHURST AND SHEPPARD,Collision - TTC,8,16,S,8344
2024-08-11,21,2024-09-27T13:51:00Z,Sunday,BRIMLEY AND OMNI,Diversion,85,105,S,8517
2024-08-11,52,2024-09-27T14:12:00Z,Sunday,LAWRENCE AND KEELE,Mechanical,20,40,W,8895
2024-08-11,59,2024-09-27T14:14:00Z,Sunday,GARY AND LANGSIDE,Diversion,102,147,W,8362
2024-08-11,35,2024-09-27T14:32:00Z,Sunday,JANE AND TRETHEWEY,Mechanical,8,16,S,1109
2024-08-11,126,2024-09-27T14:42:00Z,Sunday,CHRISTIE AND BLOOR,Diversion,22,44,N,8393
2024-08-11,35,2024-09-27T14:47:00Z,Sunday,JANE AND LAWRENCE,Mechanical,8,16,E,1109
2024-08-11,25,2024-09-27T15:09:00Z,Sunday,ERINDALE AND BROADVIEW,Vision,10,20,S,8729
2024-08-11,13,2024-09-27T15:12:00Z,Sunday,AVENUE AND DAVENPORT,Operations - Operator,20,40,N,8385
2024-08-11,85,2024-09-27T15:13:00Z,Sunday,SHEPPARD AND KENNEDY,Collision - TTC,16,32,E,3447
2024-08-11,54,2024-09-27T15:20:00Z,Sunday,LAWRENCE AND KINGSTON,Cleaning - Unsanitary,17,34,W,8856
2024-08-11,29,2024-09-27T15:21:00Z,Sunday,DUFFERIN AND QUEEN,Security,5,10,S,9148
2024-08-11,73,2024-09-27T15:38:00Z,Sunday,ROYAL YORK STATION,Mechanical,21,42,N,8318
2024-08-11,95,2024-09-27T15:44:00Z,Sunday,UNIVERSITY OF TORONTO,Mechanical,12,24,W,1633
2024-08-11,64,2024-09-27T15:46:00Z,Sunday,EAST YORK ACRES,Operations - Operator,12,24,W,3715
2024-08-11,111,2024-09-27T16:05:00Z,Sunday,THE EAST MALL AND VALL,Security,15,30,S,3364
2024-08-11,13,2024-09-27T16:13:00Z,Sunday,EGLINTON STATION,Mechanical,20,40,N,7063
2024-08-11,165,2024-09-27T16:14:00Z,Sunday,OLD WESTON AND STEELES,Vision,10,20,S,3610
2024-08-11,29,2024-09-27T16:15:00Z,Sunday,DUFFERIN AND LAWRENCE,Operations - Operator,5,10,N,9146
2024-08-11,927,2024-09-27T16:16:00Z,Sunday,KIPLING STATION,Mechanical,11,22,S,3638
2024-08-11,108,2024-09-27T16:31:00Z,Sunday,SHEPPARD AND SENTINEL,Diversion,57,44,E,1382
2024-08-11,84,2024-09-27T16:40:00Z,Sunday,SHEPPARD AND SENTINEL,Diversion,39,47,E,3577
2024-08-11,106,2024-09-27T16:41:00Z,Sunday,SHEPPARD AND SENTINEL,Diversion,36,51,E,8356
2024-08-11,21,2024-09-27T16:51:00Z,Sunday,KEENEDY STATION DROP-O,Mechanical,22,44,S,8517
2024-08-11,61,2024-09-27T17:08:00Z,Sunday,276 EGLINTON AVENUE WE,General Delay,0,0,N,7005
2024-08-11,79,2024-09-27T17:09:00Z,Sunday,LAWRENCE AND PINE,Mechanical,30,60,N,1101
2024-08-11,21,2024-09-27T17:23:00Z,Sunday,BRIMELY AND FRASERTON,Mechanical,22,44,N,8556
2024-08-11,130,2024-09-27T17:27:00Z,Sunday,BRENYON AND SEWELLS,Mechanical,30,60,S,1555
2024-08-11,118,2024-09-27T17:36:00Z,Sunday,1006 TANDRIDGE CRESCEN,General Delay,0,0,W,0
2024-08-11,41,2024-09-27T17:50:00Z,Sunday,KEELE AND TILBURY,General Delay,10,20,S,9033
2024-08-11,162,2024-09-27T17:56:00Z,Sunday,LAWRENCE AND DUPLEX,Collision - TTC,30,60,W,8716
2024-08-11,63,2024-09-27T18:02:00Z,Sunday,OSSINGTON AND COLLEGE,Mechanical,7,14,S,8353
2024-08-11,133,2024-09-27T18:09:00Z,Sunday,SCARBOROUGH CENTRE STA,Vision,15,30,N,1323
2024-08-11,161,2024-09-27T18:18:00Z,Sunday,ALLIANCE AND JANE,Cleaning - Unsanitary,20,40,E,7269
2024-08-11,32,2024-09-27T18:19:00Z,Sunday,RENFORTH STATION,Cleaning - Unsanitary,14,28,S,1021
2024-08-11,165,2024-09-27T18:23:00Z,Sunday,STEELES AND SIGNET,Vision,10,20,S,3596
2024-08-11,29,2024-09-27T18:40:00Z,Sunday,DUFFERIN AND DAVENPORT,Collision - TTC,5,10,N,9433
2024-08-11,13,2024-09-27T18:41:00Z,Sunday,AVENUE AND DAVENPORT,Diversion,51,71,S,7122
2024-08-11,960,2024-09-27T18:42:00Z,Sunday,STEELES AND MARTIN GRO,Cleaning - Unsanitary,10,20,E,3464
2024-08-11,37,2024-09-27T19:25:00Z,Sunday,HUMBERWOOD AND HULLRIC,Operations - Operator,18,36,N,3351
2024-08-11,32,2024-09-27T19:31:00Z,Sunday,EGLINTON WEST STATION,Mechanical,24,48,W,7302
2024-08-11,96,2024-09-27T19:33:00Z,Sunday,WILSON AND AVENUE,Diversion,48,40,W,3595
2024-08-11,96,2024-09-27T19:46:00Z,Sunday,CARRIER AND HUMBER COL,Emergency Services,20,40,E,3541
2024-08-11,7,2024-09-27T19:56:00Z,Sunday,BATHURST AND DEWLANE,General Delay,0,0,N,0
2024-08-11,35,2024-09-27T20:28:00Z,Sunday,JANE STATION,Mechanical,8,16,S,1129
2024-08-11,100,2024-09-27T20:30:00Z,Sunday,WYNFORD AND DON MILLST,Mechanical,10,20,S,8652
2024-08-11,79,2024-09-27T21:14:00Z,Sunday,LAWRENCE AND HICKORY T,General Delay,30,60,N,7275
2024-08-11,54,2024-09-27T21:33:00Z,Sunday,LAWRENCE AND CARNFORTH,Security,11,31,E,8792
2024-08-11,165,2024-09-27T21:37:00Z,Sunday,OLD WESTON AND STEELES,Mechanical,10,20,S,3543
2024-08-11,92,2024-09-27T21:54:00Z,Sunday,WOODBINE AND GERRARD,Security,7,14,S,8592
2024-08-11,39,2024-09-27T22:12:00Z,Sunday,FINCH AND MCCOWAN,Security,17,34,E,3101
2024-08-11,65,2024-09-27T22:21:00Z,Sunday,PARLIAMENT AND GERRARD,Emergency Services,13,26,N,8414
2024-08-11,46,2024-09-27T22:53:00Z,Sunday,MARTIN GROVE AND JOHN,Diversion,42,63,N,8122
2024-08-11,96,2024-09-27T23:03:00Z,Sunday,MARTIN GROVE AND JOHN,Diversion,20,40,W,8898
2024-08-11,41,2024-09-27T23:15:00Z,Sunday,KEELE AND EGLINTON,Vision,20,40,N,7271
2024-08-11,36,2024-09-27T00:58:00Z,Sunday,HUMBERWOOD LOOP,Cleaning - Unsanitary,12,24,E,3625
2024-08-11,35,2024-09-27T00:59:00Z,Sunday,JANE AND CHURCH,Emergency Services,15,30,S,1115
2024-08-11,39,2024-09-27T01:09:00Z,Sunday,FINCH AND WARDEN,Mechanical,16,32,W,3282
2024-08-11,114,2024-09-27T01:17:00Z,Sunday,LAKESHORE AND CARLAW,General Delay,15,30,E,8477
2024-08-11,41,2024-09-27T01:39:00Z,Sunday,KEELE AND DUNDAS,Collision - TTC,30,60,N,7326
2024-08-11,70,2024-09-27T01:43:00Z,Sunday,CRAIGTON AND PHARMACY,Security,0,0,E,8410
2024-08-12,363,2024-09-27T03:02:00Z,Monday,EGLINTON AND MARLEE,Emergency Services,30,60,E,8367
2024-08-12,341,2024-09-27T03:20:00Z,Monday,EGLINTON AND DON MILLS,Operations - Operator,30,30,S,8478
2024-08-12,396,2024-09-27T03:27:00Z,Monday,STEELES AND MARTIN GRO,Mechanical,20,40,E,8902
2024-08-12,335,2024-09-27T04:22:00Z,Monday,IAN MACDONALD AND VANI,Emergency Services,10,20,S,1079
2024-08-12,134,2024-09-27T05:00:00Z,Monday,MCLEVIN AND TAPSCOTT,Mechanical,18,34,E,3499
2024-08-12,51,2024-09-27T05:01:00Z,Monday,MCNICOLL GARAGE,Operations - Operator,24,48,N,9239
2024-08-12,12,2024-09-27T05:08:00Z,Monday,ST CLAIR AND BRIMLEY,Mechanical,27,54,E,8550
2024-08-12,320,2024-09-27T05:09:00Z,Monday,YONGE AND QUEENS QUAY,Emergency Services,15,30,N,8363
2024-08-12,41,2024-09-27T05:19:00Z,Monday,IAN MACDONALD AND CHIM,Security,0,0,S,9447
2024-08-12,90,2024-09-27T05:20:00Z,Monday,VAUGHAN AND ST CLAIR,Diversion,215,230,N,7083
2024-08-12,90,2024-09-27T05:20:00Z,Monday,VAUGHAN AND OAKWOOD,Diversion,215,230,N,7083
2024-08-12,44,2024-09-27T05:29:00Z,Monday,COLONEL SAMUEL SMITH L,Vision,8,16,N,8164
2024-08-12,43,2024-09-27T05:33:00Z,Monday,KENNEDY AND PASSMORE,Operations - Operator,10,20,N,3214
2024-08-12,51,2024-09-27T05:34:00Z,Monday,NORTYH YORK GENERAL,Emergency Services,24,48,N,3136
2024-08-12,97,2024-09-27T05:36:00Z,Monday,YONGE AND QUEENS QUAY,Cleaning - Unsanitary,7,14,N,8352
2024-08-12,48,2024-09-27T05:42:00Z,Monday,QUEENSWAY GARAGE,Mechanical,22,44,E,8150
2024-08-12,68,2024-09-27T05:43:00Z,Monday,WARDEN STATION,Operations - Operator,13,40,N,3125
2024-08-12,63,2024-09-27T05:45:00Z,Monday,SUNNYSIDE LOOP,Diversion,40,55,S,7047
2024-08-12,102,2024-09-27T05:55:00Z,Monday,MALVERN GARAGE,Operations - Operator,17,37,S,3433
2024-08-12,116,2024-09-27T05:57:00Z,Monday,MALVERN GARAGE,Operations - Operator,6,16,S,1253
2024-08-12,953,2024-09-27T06:20:00Z,Monday,MORNINGSIDE AND PLANTA,Mechanical,13,26,W,9406
2024-08-12,999,2024-09-27T06:27:00Z,Monday,MORNINGSIDE AND NIGHTS,Operations - Operator,0,0,S,1270
2024-08-12,84,2024-09-27T06:34:00Z,Monday,BRADSTOCK AND WESTON,Operations - Operator,8,16,E,3635
2024-08-12,79,2024-09-27T06:50:00Z,Monday,WRIGHT AND GIBSON,Mechanical,17,34,N,1035
2024-08-12,53,2024-09-27T07:02:00Z,Monday,TAPSCOTT AND STEELES E,Mechanical,7,13,E,3239
2024-08-12,968,2024-09-27T07:05:00Z,Monday,WARDEN AND EGLINTON,Mechanical,13,26,N,3120
2024-08-12,122,2024-09-27T07:06:00Z,Monday,28 CARLINGWOOD,Cleaning - Unsanitary,6,12,W,1222
2024-08-12,114,2024-09-27T07:10:00Z,Monday,CARLAW AND LAKE SHORE,General Delay,0,0,W,0
2024-08-12,70,2024-09-27T07:34:00Z,Monday,O'CONNOR AND DOHME,Collision - TTC,12,24,S,8578
2024-08-12,85,2024-09-27T07:46:00Z,Monday,SHEPPARD AND BAYVIEW,Operations - Operator,16,32,W,1516
2024-08-12,939,2024-09-27T08:28:00Z,Monday,FINCH AND WILMINGTON,Collision - TTC,8,16,E,3281
2024-08-12,95,2024-09-27T08:50:00Z,Monday,ELLESMERE AND MORNINGS,Collision - TTC,10,20,W,3485
2024-08-12,63,2024-09-27T08:57:00Z,Monday,OSSINGTON STATION,Cleaning - Unsanitary,5,10,N,3515
2024-08-12,88,2024-09-27T09:08:00Z,Monday,MOORE AND LUMLEY,Operations - Operator,16,48,E,8809
2024-08-12,129,2024-09-27T09:10:00Z,Monday,MCCOWAN AND SANDHURST,Mechanical,16,32,S,3196
2024-08-12,900,2024-09-27T09:16:00Z,Monday,QUEENSWAY GARAGE,Operations - Operator,9,18,N,3331
2024-08-12,79,2024-09-27T09:22:00Z,Monday,SCARLETT AND KINGDOM,Mechanical,9,18,S,7230
2024-08-12,41,2024-09-27T09:29:00Z,Monday,KEELE AND YORE,Vision,12,24,S,7273
2024-08-12,84,2024-09-27T09:30:00Z,Monday,SHEPPARD AND BEECROFT,Vision,20,40,W,3700
2024-08-12,935,2024-09-27T09:39:00Z,Monday,JANE AND TRETHEWEY,Mechanical,12,24,S,1329
2024-08-12,929,2024-09-27T09:55:00Z,Monday,DUFFERIN AND LAWRENCE,Mechanical,8,16,N,9436
2024-08-12,17,2024-09-27T09:55:00Z,Monday,BIRCHMOUNT AND STEELES,Operations - Operator,10,20,S,9232
2024-08-12,25,2024-09-27T09:57:00Z,Monday,JANE AND BLOOR,Mechanical,9,18,N,1066
2024-08-12,25,2024-09-27T10:12:00Z,Monday,BROADVIEW STATION,Operations - Operator,9,18,N,8650
2024-08-12,89,2024-09-27T10:16:00Z,Monday,JANE AND WESTON,Collision - TTC,10,20,N,3502
2024-08-12,51,2024-09-27T10:20:00Z,Monday,STEELES AND DON MILLS,Emergency Services,0,0,E,9239
2024-08-12,84,2024-09-27T10:29:00Z,Monday,SHEPPARD AND BRYANT,Mechanical,8,16,W,60106
2024-08-12,169,2024-09-27T10:30:00Z,Monday,MCCOWAN AND TRITON,Operations - Operator,30,60,E,1232
2024-08-12,38,2024-09-27T10:32:00Z,Monday,OLD KINGSTON RD AND MO,Mechanical,12,24,E,1218
2024-08-12,903,2024-09-27T10:43:00Z,Monday,CENTENNIAL COLLEGE,Mechanical,16,32,S,9407
2024-08-12,85,2024-09-27T10:56:00Z,Monday,SHEPPARD AND AVENUE,Utilized Off Route,9,18,W,3474
2024-08-12,7,2024-09-27T10:57:00Z,Monday,GREENWIN VILLAGE AND B,Mechanical,10,20,N,9017
2024-08-12,134,2024-09-27T11:05:00Z,Monday,MALVERN GARAGE,Operations - Operator,1,15,S,1679
2024-08-12,131,2024-09-27T11:05:00Z,Monday,MORNINGVIEW AND MORNIN,Mechanical,15,30,S,1283
2024-08-12,94,2024-09-27T11:06:00Z,Monday,BIRCHMOUNT GARGAE,Operations - Operator,10,20,W,8606
2024-08-12,929,2024-09-27T11:08:00Z,Monday,DUFFERIN AND LAWRENCE,Mechanical,8,16,S,9466
2024-08-12,52,2024-09-27T11:13:00Z,Monday,EGLINTON STATION,Mechanical,18,41,S,8897
2024-08-12,38,2024-09-27T11:13:00Z,Monday,KENNEDY STATION,Operations - Operator,12,24,W,1655
2024-08-12,62,2024-09-27T11:16:00Z,Monday,BIRCHMOUNT GARAGE,Operations - Operator,24,24,W,8502
2024-08-12,929,2024-09-27T11:22:00Z,Monday,SPRINGHURST LOOP,Mechanical,8,16,N,9466
2024-08-12,85,2024-09-27T11:26:00Z,Monday,MEADOWVALE LOOP,Mechanical,11,22,E,1331
2024-08-12,52,2024-09-27T11:55:00Z,Monday,LAWRENCE WEST AND AVEN,Mechanical,15,30,E,3627
2024-08-12,15,2024-09-27T11:56:00Z,Monday,WEST MALL AND SHERWAY,Mechanical,20,40,W,8336
2024-08-12,49,2024-09-27T11:58:00Z,Monday,BLOOR WEST AND EAST MA,Diversion,36,56,E,8311
2024-08-12,112,2024-09-27T12:02:00Z,Monday,WEST MALL AND BLOOR,Diversion,24,47,S,8330
2024-08-12,49,2024-09-27T12:22:00Z,Monday,BLOOR AND WEST MALL,Diversion,36,56,W,8311
2024-08-12,45,2024-09-27T12:27:00Z,Monday,KIPLING AND KINGSVIEW,Mechanical,16,32,S,7262
2024-08-12,17,2024-09-27T12:27:00Z,Monday,BIRCHMOUNT AT LAWRENCE,Security,19,38,S,3187
2024-08-12,25,2024-09-27T12:31:00Z,Monday,DON MILLS STATION,Operations - Operator,9,18,E,8672
2024-08-12,84,2024-09-27T12:45:00Z,Monday,KEELE AND SHEPPARD,Vision,8,16,S,8954
2024-08-12,100,2024-09-27T12:58:00Z,Monday,BROADVIEW STATION,General Delay,10,20,S,8827
2024-08-12,19,2024-09-27T13:00:00Z,Monday,BAY AND QUEEN,Diversion,60,85,N,8596
2024-08-12,900,2024-09-27T13:28:00Z,Monday,KIPLING STATION,Cleaning - Unsanitary,9,18,N,3340
2024-08-12,43,2024-09-27T13:35:00Z,Monday,KENNEDY AND SHEPPARD,Emergency Services,10,20,S,3137
2024-08-12,48,2024-09-27T13:37:00Z,Monday,ROYAL YORK STATION,Operations - Operator,25,50,N,8155
2024-08-12,100,2024-09-27T13:49:00Z,Monday,GATEWAY AND DON MILLS,Collision - TTC,10,20,E,8769
2024-08-12,52,2024-09-27T13:55:00Z,Monday,WELLNESS AND HOSPITAL,Operations - Operator,14,28,N,1357
2024-08-12,995,2024-09-27T14:12:00Z,Monday,ELLESMERE AND WARDEN,Collision - TTC,20,40,W,3480
2024-08-12,46,2024-09-27T14:26:00Z,Monday,KIPLING STATION,Mechanical,13,26,E,8195
2024-08-12,929,2024-09-27T14:35:00Z,Monday,DUFFERIN AND DUFFERIN,Security,0,0,S,7264
2024-08-12,129,2024-09-27T14:41:00Z,Monday,MCCOWAN AND MCNICOLL,Vision,21,42,N,9237
2024-08-12,903,2024-09-27T14:45:00Z,Monday,MIDLAND AND LAWRENCE,Mechanical,16,32,N,9426
2024-08-12,925,2024-09-27T15:01:00Z,Monday,DON MILLS STATION,Mechanical,12,23,S,8839
2024-08-12,929,2024-09-27T15:08:00Z,Monday,DUFFERIN AND EGLINTON,Mechanical,8,16,N,9436
2024-08-12,925,2024-09-27T15:09:00Z,Monday,DON MILLS STATION,Mechanical,12,23,S,8839
2024-08-12,126,2024-09-27T15:19:00Z,Monday,ST CLAIR WEST STATION,Collision - TTC,20,40,W,7037
2024-08-12,63,2024-09-27T15:24:00Z,Monday,SUNNYSIDE LOOPE AND SU,Mechanical,4,8,S,8382
2024-08-12,100,2024-09-27T15:24:00Z,Monday,BROADVIEW AND BATER,General Delay,0,0,N,8622
2024-08-12,13,2024-09-27T15:37:00Z,Monday,ORIOLE AND TRANMER,General Delay,0,0,N,0
2024-08-12,95,2024-09-27T15:41:00Z,Monday,RYLANDER AND KINGSTON,Vision,10,20,W,3429
2024-08-12,63,2024-09-27T15:43:00Z,Monday,EGLINTON WEST STATION,Operations - Operator,10,20,S,7020
2024-08-12,929,2024-09-27T15:58:00Z,Monday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,N,9456
2024-08-12,37,2024-09-27T16:09:00Z,Monday,ISLINGTON AND RESOURCE,General Delay,121,137,N,8161
2024-08-12,37,2024-09-27T16:11:00Z,Monday,ISLINGTON AND BERGAMOT,Diversion,121,137,N,8161
2024-08-12,97,2024-09-27T16:22:00Z,Monday,YONGE AND COLLEGE PARK,Operations - Operator,30,60,S,7116
2024-08-12,16,2024-09-27T16:27:00Z,Monday,ST. CLAIR AND BIRCHMOU,Diversion,8,18,S,8492
2024-08-12,36,2024-09-27T16:29:00Z,Monday,FINCH WEST STATION,Vision,6,12,N,9120
2024-08-12,29,2024-09-27T16:35:00Z,Monday,DUFFERIN AND GLENCAIRN,Operations - Operator,8,16,N,9441
2024-08-12,116,2024-09-27T16:40:00Z,Monday,MORNINGSIDE AND NIGHTS,Mechanical,8,16,W,3448
2024-08-12,14,2024-09-27T16:41:00Z,Monday,ROSELAWN AND BATHURST,Operations - Operator,30,60,E,7260
2024-08-12,63,2024-09-27T16:53:00Z,Monday,EAST LIBERTY AND PIRAN,Cleaning - Unsanitary,5,10,S,8368
2024-08-12,924,2024-09-27T16:53:00Z,Monday,BIRCHMOUNT GARAGE,Mechanical,10,20,S,3719
2024-08-12,25,2024-09-27T16:55:00Z,Monday,DON MILLS STATION,Cleaning - Unsanitary,6,12,S,8763
2024-08-12,52,2024-09-27T16:57:00Z,Monday,DIXON AND PHILLIPS,Mechanical,22,44,E,1358
2024-08-12,36,2024-09-27T17:17:00Z,Monday,DUFFERIN AND FINCH,Operations - Operator,6,12,N,9088
2024-08-12,108,2024-09-27T17:34:00Z,Monday,MURRAY ROSS AND STEELE,Diversion,16,28,S,1371
2024-08-12,52,2024-09-27T17:35:00Z,Monday,LAWRENCE AND BATHURST,Emergency Services,18,36,W,8847
2024-08-12,75,2024-09-27T17:43:00Z,Monday,QUEEN'S QUAY AND LOWER,Cleaning - Unsanitary,9,17,N,8469
2024-08-12,29,2024-09-27T17:44:00Z,Monday,DUFFERIN AND RAMSDEN,Vision,8,16,S,9457
2024-08-12,85,2024-09-27T17:46:00Z,Monday,SHEPPARD AND MALVERN G,Operations - Operator,16,32,W,1265
2024-08-12,63,2024-09-27T17:55:00Z,Monday,DUFFERIN AND BILLY BIS,Operations - Operator,5,10,N,7025
2024-08-12,945,2024-09-27T18:04:00Z,Monday,KIPLING AND JOHN GARLA,Diversion,32,45,S,7220
2024-08-12,45,2024-09-27T18:05:00Z,Monday,KIPLING AND JOHN GARLA,Diversion,31,41,S,7312
2024-08-12,34,2024-09-27T18:16:00Z,Monday,SPANBRIDGE AND GRENOBL,Vision,13,25,E,8856
2024-08-12,986,2024-09-27T18:18:00Z,Monday,EGLINTON AVE AND MCCOW,Collision - TTC,12,24,E,3444
2024-08-12,95,2024-09-27T18:21:00Z,Monday,ELLESMERE AND KENNEDY,Cleaning - Unsanitary,12,33,W,1625
2024-08-12,968,2024-09-27T18:26:00Z,Monday,WARDEN AND MCNICOLL,Security,18,36,S,3183
2024-08-12,60,2024-09-27T18:27:00Z,Monday,STEELES AND YONGE,Collision - TTC,9,18,N,8375
2024-08-12,134,2024-09-27T18:29:00Z,Monday,PROGRESS AND SHEPPARD,Mechanical,15,30,S,1262
